,sentimen,before,after
1155,netral,"Om Bowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar. Meskipun mengatakan itu, dirinya tidak menyalahkan Jokowi, namun para pemimpin sebelum Jokowi  https://www.suara.com/news/2019/04/13/224020/partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpresÂ â€¦ #PrabowoSalahkanSBY","Om Bowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar. Meskipun mengatakan itu, dirinya tidak menyalahkan Jokowi, namun para pemimpin sebelum Jokowi https://www.suara.com/news/2019/04/13/224020/partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpresÂ â€¦ Prabowo Salahkan SBY"
1157,netral,mengeluhkan mengenai persoalan ekonomi & deindustrialisasi  https://bit.ly/2Gl31HAÂ  #PrabowoSalahkanSBY @jokowi @yudisaputra333 #WF49,mengeluhkan mengenai persoalan ekonomi & deindustrialisasi https://bit.ly/2Gl31HAÂ Prabowo Salahkan SBY @jokowi @yudisaputra333 WF49
1159,netral,Asosiasi Pengusaha Bumiputera Nusantara Se Indonesia (ASPRINDO) beranggota 5.000 UMKM dukung Capres 02 Prabowo - Sandi karena program untuk bebaskan pajak usaha hingga keuntungan 3M #YourTurnBro @prabowo @sandiuno pic.twitter.com/47iY7eWle1,Asosiasi Pengusaha Bumiputera Nusantara Se Indonesia (ASPRINDO) beranggota 5.000 UMKM dukung Capres 02 Prabowo - Sandi karena program untuk bebaskan pajak usaha hingga keuntungan 3M Your Turn Bro @prabowo @sandiuno pic.twitter.com/47iY7eWle1
1162,negatif,mengeluhkan mengenai persoalan ekonomi dan deindustrialisasi  https://bit.ly/2Gl31HAÂ  #PrabowoSalahkanSBY @jokowi  wowo hobi nyalahin orang,mengeluhkan mengenai persoalan ekonomi dan deindustrialisasi https://bit.ly/2Gl31HAÂ Prabowo Salahkan SBY @jokowi wowo hobi nyalahin orang
1166,netral,"Wowow dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar. Meskipun mengatakan itu, dirinya tidak menyalahkan â¦@jokowiâ© , namun para pemimpin sebelum Jokowi  https://www.suara.com/news/2019/04/13/224020/partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpresÂ â€¦ Â  #PrabowoSalahkanSBY","Wowow dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar. Meskipun mengatakan itu, dirinya tidak menyalahkan â¦@jokowiâ© , namun para pemimpin sebelum Jokowi https://www.suara.com/news/2019/04/13/224020/partai-demokrat-ngamuk-prabowo-dinilai-salahkan-sby-saat-debat-pilpresÂ â€¦ Â Prabowo Salahkan SBY"
1168,netral,"Silahkan mau pilih yg gakbmau digaji atau yg mau harap gaji. jika Terpilih, Prabowo-Sandi Tak Akan Ambil Gaji.  #HoaxJkwMenangTotalDebat #DahlanIskanPilihPrabowo http://babe.topbuzz.com/article/i6679581824152240641?app_id=1125&gid=6679581824152240641&impr_id=6679595384601331969&language=id&region=id&user_id=6586228103324254210&c=twÂ â€¦","Silahkan mau pilih yg gakbmau digaji atau yg mau harap gaji. jika Terpilih, Prabowo-Sandi Tak Akan Ambil Gaji. Hoax Jkw Menang Total Debat Dahlan Iskan Pilih Prabowo http://babe.topbuzz.com/article/i6679581824152240641?app_id=1125&gid=6679581824152240641&impr_id=6679595384601331969&language=id&region=id&user_id=6586228103324254210&c=twÂ â€¦"
1171,negatif,"yang menyalahkan ekonomi ke arah yang salah karena presiden sebelum Jokowi #PrabowoSalahkanSBY ""Yang dimaksud mungkin presiden california kali, ya.. pic.twitter.com/5QorvAJOht","yang menyalahkan ekonomi ke arah yang salah karena presiden sebelum Jokowi Prabowo Salahkan SBY ""Yang dimaksud mungkin presiden california kali, ya.. pic.twitter.com/5QorvAJOht"
1172,netral,Persoalan ekonomi Indonesia bukanlah kesalahan Jokowi. 3 kali pernyataan itu ditegaskan oleh #PrabowoSalahkanSBY,Persoalan ekonomi Indonesia bukanlah kesalahan Jokowi. 3 kali pernyataan itu ditegaskan oleh Prabowo Salahkan SBY
1173,negatif,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adlah salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY pic.twitter.com/BcETrEOlat","Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adlah salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. Prabowo Salahkan SBY pic.twitter.com/BcETrEOlat"
1176,netral,"Debat Pamungkas Capres Cawapres Pemilu 2019, Bahas Ekonomi, Kesejahteraan Sosial @KPU_RI @bawaslu_RI @jokowi @KHMarufAmin_ @prabowo @sandiuno @TKNJokowiAmin01 #BacaKoranRM #ClickRMCoid #RakyatMerdeka #DebatCapresKelima https://rmco.id/lihat-foto/pemilu-presiden/7191/debat-pamungkas-capres-cawapres-pemilu-2019-bahas-ekonomi-kesejahteraan-sosial/1Â â€¦","Debat Pamungkas Capres Cawapres Pemilu 2019, Bahas Ekonomi, Kesejahteraan Sosial @KPU_RI @bawaslu_RI @jokowi @KHMarufAmin_ @prabowo @sandiuno @TKNJokowiAmin01 Baca Koran RM Click RMCoid Rakyat Merdeka Debat Capres Kelima https://rmco.id/lihat-foto/pemilu-presiden/7191/debat-pamungkas-capres-cawapres-pemilu-2019-bahas-ekonomi-kesejahteraan-sosial/1Â â€¦"
1181,negatif,"duuuh ko #PrabowoSalahkanSBY dan menyebut kondisi ekonomi Indonesia yang salah arah, karena kesalahan presiden-presiden sebelum Jokowi  https://bit.ly/2P9eEEmÂ  @jokowi @riofebriant2 #WF38","duuuh ko Prabowo Salahkan SBY dan menyebut kondisi ekonomi Indonesia yang salah arah, karena kesalahan presiden-presiden sebelum Jokowi https://bit.ly/2P9eEEmÂ @jokowi @riofebriant2 WF38"
1182,netral,KNKS akan dikembankan @jokowi & untuk mengembangkan ekonomi dan menjadikan Indonesia sebagai Islamic finance di dunia. #01ndonesiaMaju,KNKS akan dikembankan @jokowi & untuk mengembangkan ekonomi dan menjadikan Indonesia sebagai Islamic finance di dunia. 01ndonesia Maju
1183,netral,"Kalo kata pak wowo : @Jokowi gak salah kok, yang salah tu SBY soalnya bikin arah ekonomi jd ikut salah  #PrabowoSalahkanSBY","Kalo kata pak wowo : @Jokowi gak salah kok, yang salah tu SBY soalnya bikin arah ekonomi jd ikut salah Prabowo Salahkan SBY"
1184,netral,#PrabowoSalahkanSBY mempermasalahkan terkait permasalahan ekonomi yang dihadapi Indonesia saat ini. Padahal Bowo tengah berdebat dengan capres JokowÂ Widodo  https://bit.ly/2DgcEp3Â  @jokowi  demokrat out dari kubu 12,Prabowo Salahkan SBY mempermasalahkan terkait permasalahan ekonomi yang dihadapi Indonesia saat ini. Padahal Bowo tengah berdebat dengan capres JokowÂ Widodo https://bit.ly/2DgcEp3Â @jokowi demokrat out dari kubu 12
1187,positif,"Now It's #YourTurnBro please say to them that Prabowo - Sandi tidak akan ambil gaji sebagai seorang Presiden dan Wapres dan gajinya akan disumbangkan ke kaum dhuafa..kerennn kan, bukti bahwa beliau2 akan wakafkan harta dan jiwanya utk NKRI","Now It's Your Turn Bro please say to them that Prabowo - Sandi tidak akan ambil gaji sebagai seorang Presiden dan Wapres dan gajinya akan disumbangkan ke kaum dhuafa..kerennn kan, bukti bahwa beliau2 akan wakafkan harta dan jiwanya utk NKRI"
1188,positif,#PrabowoSalahkanSBY 10 tahun bpk @SBYudhoyono berjuang menstabilkan ekonomi Indonesia ditengah2 gempuran krisis global dan akhirnya mjd pondasi ekonomi yg kuat utk pakdhe @jokowi membangun infrastruktur ke pelosok Indonesia. Terimakasih banyak Bapak @SBYudhoyono ....,Prabowo Salahkan SBY 10 tahun bpk @SBYudhoyono berjuang menstabilkan ekonomi Indonesia ditengah2 gempuran krisis global dan akhirnya mjd pondasi ekonomi yg kuat utk pakdhe @jokowi membangun infrastruktur ke pelosok Indonesia. Terimakasih banyak Bapak @SBYudhoyono ....
1191,negatif,#PrabowoSalahkanSBY mempermasalahkan terkait permasalahan ekonomi yg dihadapi Indonesia saat ini. Padahal wowo tengah berdebat dgn capres JokowÂ Widodo  https://bit.ly/2DgcEp3Â  @jokowi @setyawanarifb #WF31,Prabowo Salahkan SBY mempermasalahkan terkait permasalahan ekonomi yg dihadapi Indonesia saat ini. Padahal wowo tengah berdebat dgn capres JokowÂ Widodo https://bit.ly/2DgcEp3Â @jokowi @setyawanarifb WF31
1192,positif,Adil makmur Gak korupsi Gak ambil gaji  #YourTurnBro @prabowo @sandiuno,Adil makmur Gak korupsi Gak ambil gaji Your Turn Bro @prabowo @sandiuno
1193,positif,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden2 sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY","Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden2 sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. Prabowo Salahkan SBY"
1195,negatif,Pertanyaan debat tentang E-SPORT oleh pak @jokowi di jawabnya tentang harga sembako oleh wowo ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ #MobileLegends #DebatTerakhirPilpres2019 #JokowiDILANjutkanLagi pic.twitter.com/FvYzcFgXcX,Pertanyaan debat tentang E-SPORT oleh pak @jokowi di jawabnya tentang harga sembako oleh wowo ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ Mobile Legends Debat Terakhir Pilpres2019 Jokowi DILANjutkan Lagi pic.twitter.com/FvYzcFgXcX
1196,positif,"Masyaallah, niat tulus dan eksekusi insyaallah berbalas pahala berlimpah oleh Allah. Baru kali ini ada pimpin yg tidak ingin digaji. Salute for you mister @prabowo and @sandiuno its #yourturnbro https://twitter.com/sandiuno/status/1117097431240339457Â â€¦","Masyaallah, niat tulus dan eksekusi insyaallah berbalas pahala berlimpah oleh Allah. Baru kali ini ada pimpin yg tidak ingin digaji. Salute for you mister @prabowo and @sandiuno its yourturnbro https://twitter.com/sandiuno/status/1117097431240339457Â â€¦"
1200,positif,"Hmmm, v#PrabowoSalahkanSBY  https://bit.ly/2UyAoiRÂ  PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jgn salahkan Jokowi lagi ya krn bosmu udh bilang itu bukan salah Jokowi. Semakin mantap pilih @jokowi.","Hmmm, v#PrabowoSalahkanSBY https://bit.ly/2UyAoiRÂ PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jgn salahkan Jokowi lagi ya krn bosmu udh bilang itu bukan salah Jokowi. Semakin mantap pilih @jokowi."
1201,negatif,"Heuu.. pdhl di bahasan sblmnya Jokowi sdh menjelaskan kebijakannya ttg infrastuktur desa (apa dong kalo bkn buat ngangkat sektor pertanian?), dana desa, etc2. Giliran bahas ekonomi kreatif, knapa larinya ke pwrtanian lagi? Kapan majunyaa bambaang?? #JokowiMenangTotalDebat","Heuu.. pdhl di bahasan sblmnya Jokowi sdh menjelaskan kebijakannya ttg infrastuktur desa (apa dong kalo bkn buat ngangkat sektor pertanian?), dana desa, etc2. Giliran bahas ekonomi kreatif, knapa larinya ke pwrtanian lagi? Kapan majunyaa bambaang?? Jokowi Menang Total Debat"
1208,positif,"belom bisa move on dari acara kemaren di GBK karena sangat sangat berharga sekali , dan ramai nya pendukung Jokowi yang berkumpul di GBK dan juga acaranya yang keren sekali jadi agak susah di lupakan . #PrabowoSalahkanSBY #01JokowiLagiIndonesiaMaju pic.twitter.com/4soiZHtwW0","belom bisa move on dari acara kemaren di GBK karena sangat sangat berharga sekali , dan ramai nya pendukung Jokowi yang berkumpul di GBK dan juga acaranya yang keren sekali jadi agak susah di lupakan . Prabowo Salahkan SBY 01Jokowi Lagi Indonesia Maju pic.twitter.com/4soiZHtwW0"
1209,positif,"Hmmm, Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.  #PrabowoSalahkanSBY","Hmmm, Semakin mantap pilih @jokowi. https://bit.ly/2X8pIEvÂ Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan. Prabowo Salahkan SBY"
1216,netral,"PS bolak-balik menyinggung soal deindustrialisasi. Meski begitu, dia mengatakan tak ingin menyalahkan @jokowi. Dia malah berujar salah arahnya pembangunan ekonomi Indonesia tak terlepas dr andil presiden sebelum @jokowi.  https://bit.ly/2Za6qjLÂ  #PrabowoSalahkanSBY","PS bolak-balik menyinggung soal deindustrialisasi. Meski begitu, dia mengatakan tak ingin menyalahkan @jokowi. Dia malah berujar salah arahnya pembangunan ekonomi Indonesia tak terlepas dr andil presiden sebelum @jokowi. https://bit.ly/2Za6qjLÂ Prabowo Salahkan SBY"
1220,positif,"Pak @prabowo janji kalau jadi Presiden gak akan mengambil gaji.  Dia mau mencontoh akhlak 1.400 karyawannya di PT Kiani, yang sudah bertahun-tahun gak ambil gaji juga.  Hikmahnya : belajar bisa dari siapa saja. Meski dari karyawannya sendiri. #prabowosalahkanSBY ðŸ˜‚","Pak @prabowo janji kalau jadi Presiden gak akan mengambil gaji. Dia mau mencontoh akhlak 1.400 karyawannya di PT Kiani, yang sudah bertahun-tahun gak ambil gaji juga. Hikmahnya : belajar bisa dari siapa saja. Meski dari karyawannya sendiri. prabowosalahkan SBY ðŸ˜‚"
1224,positif,"Rangkuman #DebatFinalPilpres2019 semalam.   https://twitter.com/BBCIndonesia/status/1117052525558026240?s=19Â â€¦  Seru juga. Pak Jokowi tampak lelah setelah orasi sore. Pak Kyai masih AFK. Pak Prabowo ga ada perubahan. Tapi bang Sandi gile, menggebu-gebu dgn ilmu ekonomi nya.  Nice fight from both sides.","Rangkuman Debat Final Pilpres2019 semalam. https://twitter.com/BBCIndonesia/status/1117052525558026240?s=19Â â€¦ Seru juga. Pak Jokowi tampak lelah setelah orasi sore. Pak Kyai masih AFK. Pak Prabowo ga ada perubahan. Tapi bang Sandi gile, menggebu-gebu dgn ilmu ekonomi nya. Nice fight from both sides."
1228,negatif,Kok gitu sih  salah bowo malah mengatakan pembangunan ekonomi Indonesia salah arah tak terlepas dari andil presiden-presiden sebelum Jokowi  https://bit.ly/2GkwvoWÂ  @jokowi @tasyashee #PrabowoSalahkanSBY Seenak jidat dia,Kok gitu sih salah bowo malah mengatakan pembangunan ekonomi Indonesia salah arah tak terlepas dari andil presiden-presiden sebelum Jokowi https://bit.ly/2GkwvoWÂ @jokowi @tasyashee Prabowo Salahkan SBY Seenak jidat dia
1231,positif,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak.Termasuk presiden-presiden sebelum @Jokowi.Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY","Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak.Termasuk presiden-presiden sebelum @Jokowi.Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. Prabowo Salahkan SBY"
1235,netral,"Kembali mengenai persoalan ekonomi dan deindustrialisasi, Prabowo mengatakan hal tersebut merupakan kesalahan semua pihak. Secara khusus Prabowo menyebut itu sebagai kesalahan presiden-presiden sebelum Jokowi.  https://bit.ly/2Z9zEiVÂ  #prabowoSalahkanSBY","Kembali mengenai persoalan ekonomi dan deindustrialisasi, Prabowo mengatakan hal tersebut merupakan kesalahan semua pihak. Secara khusus Prabowo menyebut itu sebagai kesalahan presiden-presiden sebelum Jokowi. https://bit.ly/2Z9zEiVÂ prabowo Salahkan SBY"
1238,negatif,"Kok gitu sih  salahkan Secara tidak langsung, Bowo menuding pemerintahan era SBY selama 10 tahun turut berdosa atas kondisi perekonomian  https://bit.ly/2GkwvoWÂ  @jokowi @fearlessdiva83 #PrabowoSalahkanSBY Seenak jidat dia","Kok gitu sih salahkan Secara tidak langsung, Bowo menuding pemerintahan era SBY selama 10 tahun turut berdosa atas kondisi perekonomian https://bit.ly/2GkwvoWÂ @jokowi @fearlessdiva83 Prabowo Salahkan SBY Seenak jidat dia"
1242,positif,Kok gitu sih  salahkan Adi Prayitno menilai calon presiden nomor urut 02 blunder saat mengkritik buruknya performa ekonomi Indonesia  https://bit.ly/2GkwvoWÂ  @jokowi @wetliar86 #PrabowoSalahkanSBY Seenak jidat dia,Kok gitu sih salahkan Adi Prayitno menilai calon presiden nomor urut 02 blunder saat mengkritik buruknya performa ekonomi Indonesia https://bit.ly/2GkwvoWÂ @jokowi @wetliar86 Prabowo Salahkan SBY Seenak jidat dia
1244,negatif,"Kocak dah Kembali mengenai persoalan ekonomi dan deindustrialisasi, Prabowo mngtkn hal tersebut mrpkn kesalahan semua pihak. Secara khusus Prabowo menyebut itu sbg kesalahan presiden2 sblm Jokowi @bocahsosmed @sukangetweet @saaebunglon  https://bit.ly/2Z9zEiVÂ  #PrabowoSalahkanSBY","Kocak dah Kembali mengenai persoalan ekonomi dan deindustrialisasi, Prabowo mngtkn hal tersebut mrpkn kesalahan semua pihak. Secara khusus Prabowo menyebut itu sbg kesalahan presiden2 sblm Jokowi @bocahsosmed @sukangetweet @saaebunglon https://bit.ly/2Z9zEiVÂ Prabowo Salahkan SBY"
1250,netral,Prabowo : pak Jokowi...program ekonomi anda salah arah.....  Makanya #TusukPrabowoSandi,Prabowo : pak Jokowi...program ekonomi anda salah arah..... Makanya Tusuk Prabowo Sandi
1252,netral,"Ardy merespon capres nomor urut 02 saat berdebat soal kondisi ekonomi Indonesia yang dinilainya salah jalan. Bowo mengaku tidak menyalahkan Jokowi, namun ini merupakan salah semua pihak, termasuk kesalahan presiden sebelum Jokowi  https://bit.ly/2P9hitDÂ  #PrabowoSalahkanSBY","Ardy merespon capres nomor urut 02 saat berdebat soal kondisi ekonomi Indonesia yang dinilainya salah jalan. Bowo mengaku tidak menyalahkan Jokowi, namun ini merupakan salah semua pihak, termasuk kesalahan presiden sebelum Jokowi https://bit.ly/2P9hitDÂ Prabowo Salahkan SBY"
1253,negatif,Itulah yg tdk masuk logika cebong..prabowo sandi berbicara mslh lap kerja dan harga2 bkn krna mrka miskin..mrka kaya..tpi mrka peduli nasib rakyat yg cuma krja bertahan seadanya..bgtu jgalah sy..sy peduli nasibmu saja..biar bisa hidup tdk skedar ngejar nasi bngkus.. #YourTurnBro,Itulah yg tdk masuk logika cebong..prabowo sandi berbicara mslh lap kerja dan harga2 bkn krna mrka miskin..mrka kaya..tpi mrka peduli nasib rakyat yg cuma krja bertahan seadanya..bgtu jgalah sy..sy peduli nasibmu saja..biar bisa hidup tdk skedar ngejar nasi bngkus.. Your Turn Bro
1256,positif,"Hmmm, PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ  Semakin mantap pilih @jokowi. #PrabowoSalahkanSBY","Hmmm, PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi. https://bit.ly/2UyAoiRÂ Semakin mantap pilih @jokowi. Prabowo Salahkan SBY"
1257,netral,"Mengelirukan persoalan ekonomi & deindustrialisasi, menurut Wowo merupakan kesalahan semua pihak  https://bit.ly/2Z9zEiVÂ  #PrabowoSalahkanSBY @jokowi @ArieKakiailatu","Mengelirukan persoalan ekonomi & deindustrialisasi, menurut Wowo merupakan kesalahan semua pihak https://bit.ly/2Z9zEiVÂ Prabowo Salahkan SBY @jokowi @ArieKakiailatu"
1260,positif,"Di ambil gajinya aja bang,,saya pribadi gak tega kalo prabowo sandi gak ambil gaji,,ikhlas kok bang saya sebagai rakyat kecil abang ambil hak nya,, Bismilah #TusukPrabowoSandi","Di ambil gajinya aja bang,,saya pribadi gak tega kalo prabowo sandi gak ambil gaji,,ikhlas kok bang saya sebagai rakyat kecil abang ambil hak nya,, Bismilah Tusuk Prabowo Sandi"
1261,positif,Ketika ekonomi makro versi Jokowi ketemu mobil legend maka jadilah stand up comedy..  #TusukPrabowoSandi,Ketika ekonomi makro versi Jokowi ketemu mobil legend maka jadilah stand up comedy.. Tusuk Prabowo Sandi
1262,positif,"Hmmm, Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY Semakin mantap pilih @jokowi.","Hmmm, Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan. https://bit.ly/2X8pIEvÂ Prabowo Salahkan SBY Semakin mantap pilih @jokowi."
